## Classical Chinese Character Frequency List
## 古汉语单字频率列表
## 拼音取自于http://www.mandarintools.com/cedict.html, http://www.chinese-forums.com/vocabulary/和http://sh.netsh.com/bbs/1951/。
## 英文翻译来自于CEDICT at http://www.mandarintools.com/cedict.html
## Columns are tab delimited. 行间分隔符为Tab键。
## http://lingua.mtsu.edu/chinese-computing/statistics/index.html
## http://lingua.mtsu.edu/chinese-computing/statistics/char/download.php?Which=CL
id	character	occurrences	frequency	pinyins	traductions
7316	翿	20	99.9707476626	dao4
7317	脡	20	99.9707782676	ting3
7318	鋗	20	99.9708088727	juan1
7319	鍭	20	99.9708394778	hou2
7320	鹔	20	99.9708700829	su4
7321	磧	20	99.970900688	qi4
7322	荝	20	99.9709312931	ce4
7323	釳	20	99.9709618981	xi4
7324	隇	20	99.9709925032	wei1
7325	篴	19	99.9710215781	di2
7326	唰	19	99.9710506529	shua1
7327	尕	19	99.9710797277	ga3	(phonetic)
7328	鲽	19	99.9711088025	die2
7329	鬈	19	99.9711378774	quan2	to curl/curled
7330	肏	19	99.9711669522	cao4
7331	骟	19	99.971196027	shan4	to geld
7332	磉	19	99.9712251018	sang3	stone plinth
7333	鼢	19	99.9712541767	fen2	(mole)
7334	綈	19	99.9712832515	ti2
7335	袝	19	99.9713123263	fu4
7336	袞	19	99.9713414012	gun3
7337	苘	19	99.971370476	qing3
7338	鲣	19	99.9713995508	jian1	bonito
7339	袥	19	99.9714286256	tuo1
7340	鍐	19	99.9714577005	wan3
7341	鵰	19	99.9714867753	diao1
7342	貓	19	99.9715158501	mao1
7343	釦	19	99.971544925	kou4
7344	粊	19	99.9715739998	bi3
7345	蓛	19	99.9716030746	ce4
7346	頊	19	99.9716321494	xu1
7347	鴽	19	99.9716612243	ru2
7348	鼏	19	99.9716902991	mi4
7349		19	99.9717193739
7350	紬	19	99.9717484488	chou1
7351	沩	19	99.9717775236	wei2
7352	秺	19	99.9718065984	du4
7353	訞	19	99.9718356732	yao1
7354	縓	19	99.9718647481	quan2
7355	蹛	19	99.9718938229	dai4
7356	鎛	19	99.9719228977	bo2
7357	眴	19	99.9719519725	xuan4
7358	藊	19	99.9719810474	bian3
7359	詽	19	99.9720101222	yan2
7360	鮿	19	99.972039197	zhe2
7361	氢	18	99.9720667416	qing1	hydrogen
7362	蒡	18	99.9720942862	bang4	Arctium lappa/great burdock
7363	摒	18	99.9721218308	bing4	arrange/drive off/expel
7364	狍	18	99.9721493753	pao2
7365	檩	18	99.9721769199	lin3	cross-beam/ridge-pole
7366	钴	18	99.9722044645	gu3	cobalt
7367	耧	18	99.972232009	lou2	drill for sowing grain
7368	颟	18	99.9722595536	man1	dawdling
7369	鼯	18	99.9722870982	wu2	Petaurista leucogenys
7370	坭	18	99.9723146428	ni2	mud
7371	螓	18	99.9723421873	qin2	small cicada with a square head
7372	鳔	18	99.9723697319	biao4	air bladder of fish
7373	铓	18	99.9723972765	mang2
7374	礞	18	99.9724248211	meng2	(mineral)
7375	螗	18	99.9724523656	tang2	(cicada)
7376	箖	18	99.9724799102	lin2
7377	雮	18	99.9725074548	mu4
7378	稆	18	99.9725349994	lv3
7379		18	99.9725625439
7380	礎	18	99.9725900885	chu3
7381	碁	18	99.9726176331	qi2
7382	蓏	18	99.9726451777	luo3
7383	睊	18	99.9726727222	juan4
7384	秔	18	99.9727002668	jing1
7385	羗	18	99.9727278114	you3
7386	袠	18	99.972755356	zhi4
7387	譌	18	99.9727829005	e2
7388	醨	18	99.9728104451	li2
7389	鷫	18	99.9728379897	su4
7390	祤	18	99.9728655342	yu3
7391	蒽	18	99.9728930788	en1
7392	駝	18	99.9729206234	tuo2
7393	鴱	18	99.972948168	ai4
7394	臶	18	99.9729757125	jian4
7395	蠔	18	99.9730032571	hao2
7396	荈	18	99.9730308017	chuan3
7397	糒	18	99.9730583463	bei4
7398	紑	18	99.9730858908	fou2
7399	臡	18	99.9731134354	ni2
7400	虩	18	99.97314098	xi4
7401	蚳	18	99.9731685246	chi1
7402	褖	18	99.9731960691	tuan4
7403	郚	18	99.9732236137	wu2
7404	雺	18	99.9732511583	wu4
7405	肐	18	99.9732787029	ge1
7406	覸	18	99.9733062474	jian1
7407	鞉	18	99.973333792	tao2
7408	韠	18	99.9733613366	bi4
7409	飡	18	99.9733888811	can1
7410	鴋	18	99.9734164257	fang1
7411	穉	17	99.97344244	ti2
7412	锗	17	99.9734684544	zhe3	germanium
7413	鐻	17	99.9734944687	ju4
7414	铻	17	99.973520483	wu2
7415	桕	17	99.9735464973	jiu4
7416	瘌	17	99.9735725116	la4	scabies/scald-head
7417	葴	17	99.973598526	qian2
7418	堍	17	99.9736245403	tu4	side of bridge
7419	邨	17	99.9736505546	cun1
7420	钸	17	99.9736765689	bu1
7421	螬	17	99.9737025832	cao2	larva of Mimela lucidula
7422	筰	17	99.9737285976	zuo2
7423	筼	17	99.9737546119	yun2
7424	粫	17	99.9737806262	er2
7425	舲	17	99.9738066405	ling2
7426	袛	17	99.9738326548	di1
7427	茼	17	99.9738586692	tong2	Chrysanthemum coronarium
7428	飩	17	99.9738846835	tun2
7429	鯋	17	99.9739106978	sha1
7430	罇	17	99.9739367121	zun1
7431	穈	17	99.9739627264	men2
7432	緺	17	99.9739887408	gua1
7433	罼	17	99.9740147551	bi4
7434	裩	17	99.9740407694	kun1
7435	蹡	17	99.9740667837	qiang1
7436	轪	17	99.974092798	dai4
7437	怊	17	99.9741188124	chao1
7438	紩	17	99.9741448267	zhi4
7439	臿	17	99.974170841	cha1
7440	銙	17	99.9741968553	kua3
7441	仉	17	99.9742228696	zhang3	mother/surname of Mencius
7442	絿	17	99.974248884	qiu2
7443	脙	17	99.9742748983	xiu1
7444	葠	17	99.9743009126	shen1
7445	訑	17	99.9743269269	yi2
7446	鴳	17	99.9743529412	an1
7447	齼	17	99.9743789556	chu3
7448	軷	17	99.9744049699	ba2
7449	雘	17	99.9744309842	wo4
7450	躭	17	99.9744569985	dan1
7451	钁	17	99.9744830128	jue2
7452	稊	17	99.9745090272	ti2
7453	籧	17	99.9745350415	ju3
7454	紿	17	99.9745610558	dai4
7455	蠮	17	99.9745870701	ye1
7456	訿	17	99.9746130844	zi1
7457	遫	17	99.9746390988	chi4
7458	遰	17	99.9746651131	di4
7459	郥	17	99.9746911274	ju2
7460	郳	17	99.9747171417	ni2
7461	鍉	17	99.974743156	di1
7462	麷	17	99.9747691704	feng1
7463	睶	17	99.9747951847	chun3
7464	磵	17	99.974821199	jian4
7465	箄	17	99.9748472133	bi3
7466	箻	17	99.9748732276	lv4
7467	籟	17	99.9748992419	lai4
7468	訍	17	99.9749252563	cha1
7469	谸	17	99.9749512706	qian1
7470	豽	17	99.9749772849	na4
7471	靽	17	99.9750032992	ban4
7472		17	99.9750293135
7473	菠	16	99.9750537976	bo1	spinach
7474	禥	16	99.9750782817	qi2
7475	犰	16	99.9751027657	qiu2	armadillo
7476	猁	16	99.9751272498	li4	a kind of monkey
7477	鎯	16	99.9751517339	lang2
7478	犟	16	99.9751762179	jiang4
7479	蝾	16	99.975200702	rong2	salamander
7480	鲱	16	99.9752251861	fei1
7481	鳀	16	99.9752496701	ti2
7482	鸰	16	99.9752741542	ling2
7483	莜	16	99.9752986383	you2
7484	檑	16	99.9753231223	lei2	logs rolled down in defense of city
7485	碥	16	99.9753476064	bian3
7486	紵	16	99.9753720905	zhu4
7487	蓣	16	99.9753965745	yu4	dioscoreaceae
7488	睪	16	99.9754210586	yi4
7489	紾	16	99.9754455427	tian3
7490	逷	16	99.9754700267	ti4
7491	閛	16	99.9754945108	peng1
7492	艎	16	99.9755189949	huang2
7493	詳	16	99.9755434789	xiang2
7494	铑	16	99.975567963	lao3	rhodium
7495	箘	16	99.9755924471	jun4
7496	緰	16	99.9756169311	tou2
7497	葢	16	99.9756414152	gai4
7498	蜔	16	99.9756658993	dian4
7499	觼	16	99.9756903833	jue2
7500	遠	16	99.9757148674	yuan3
7501	鴲	16	99.9757393515	zhi1
7502	鼫	16	99.9757638355	shi2
7503	遶	16	99.9757883196	rao3
7504	钑	16	99.9758128036	xi4
7505	譟	16	99.9758372877	zao4
7506	靮	16	99.9758617718	di2
7507	茢	16	99.9758862558	lie4
7508	眽	16	99.9759107399	mo4
7509	綪	16	99.975935224	qian4
7510	缼	16	99.975959708	qi1
7511	腶	16	99.9759841921	duan4
7512	讻	16	99.9760086762	xiong1
7513	輹	16	99.9760331602	bu2
7514	桊	16	99.9760576443	juan4
7515	餤	16	99.9760821284	dan4
7516	饦	16	99.9761066124	tuo1
7517	鬒	16	99.9761310965	zhen3
7518	鵩	16	99.9761555806	fu2
7519	褍	16	99.9761800646	duan1
7520	誗	16	99.9762045487	chan2
7521	鏚	16	99.9762290328	qi1
7522	碹	16	99.9762535168	xuan4
7523	葊	16	99.9762780009	an1
7524	葎	15	99.9763009547	lv4
7525	猞	15	99.9763239085	she1
7526	桤	15	99.9763468623	qi1	alder
7527	睏	15	99.9763698161	kun4
7528	礅	15	99.97639277	dun1	stone block
7529	铋	15	99.9764157238	bi4	bismuth
7530	碶	15	99.9764386776	qi4
7531	襢	15	99.9764616314	tan3
7532	铕	15	99.9764845852	you3	europium
7533	聍	15	99.976507539	ning2
7534	筻	15	99.9765304928	gang4
7535	蕺	15	99.9765534466	ji2	Houttuynia cordata
7536	箣	15	99.9765764004	ce4
7537	粴	15	99.9765993543	li3
7538	蠜	15	99.9766223081	fan2
7539	輵	15	99.9766452619	ya4
7540	莚	15	99.9766682157	yan2
7541	釆	15	99.9766911695	bian3
7542	矝	15	99.9767141233	qin2
7543	蹱	15	99.9767370771	zhong1
7544	閴	15	99.9767600309	qu4
7545	腽	15	99.9767829847	wa4	castor
7546	駸	15	99.9768059386	qin1
7547	禭	15	99.9768288924	sui4
7548	粵	15	99.9768518462	yue4
7549		15	99.9768748
7550	岍	15	99.9768977538	qian1	name of a mountain
7551	谼	15	99.9769207076	hong2
7552	襌	15	99.9769436614	dan1
7553	瞶	15	99.9769666152	gui4
7554	箑	15	99.9769895691	zha2
7555	舠	15	99.9770125229	dao1
7556	茒	15	99.9770354767	uu
7557	訰	15	99.9770584305	zhun1
7558	輠	15	99.9770813843	guo3
7559	鄪	15	99.9771043381	bi4
7560	闑	15	99.9771272919	nie4
7561	霛	15	99.9771502457	ling2
7562	馹	15	99.9771731995	ri4
7563	鸃	15	99.9771961534	yi2
7564	眡	15	99.9772191072	shi4
7565	萐	15	99.977242061	sha4
7566	輣	15	99.9772650148	peng2
7567	霙	15	99.9772879686	yang1
7568	霦	15	99.9773109224	bin1
7569	鯌	15	99.9773338762	kao4
7570	繍	15	99.97735683	xiu4
7571	頧	15	99.9773797838	dui1
7572	珐	14	99.9774012074	fa4	enamel ware/cloisonne ware
7573	埘	14	99.977422631	shi2	hen roost
7574	孓	14	99.9774440545	jue2	larvae of mosquito
7575	磙	14	99.9774654781	gun3
7576	鳊	14	99.9774869016	bian1
7577	堀	14	99.9775083252	ku1	cave/hole
7578	迴	14	99.9775297488	hui2
7579	稃	14	99.9775511723	fu1
7580	痃	14	99.9775725959	xuan2
7581	睅	14	99.9775940194	han4
7582	礉	14	99.977615443	he2
7583	粋	14	99.9776368665	cui4
7584	茞	14	99.9776582901	chen2
7585	豷	14	99.9776797137	yi4
7586	搋	14	99.9777011372	chuai1
7587	邆	14	99.9777225608	teng2
7588	詵	14	99.9777439843	shen1
7589	麰	14	99.9777654079	mou2
7590	瞫	14	99.9777868314	shen3
7591	裋	14	99.977808255	shu4
7592	顑	14	99.9778296786	yan4
7593	瞵	14	99.9778511021	lin2
7594	蒁	14	99.9778725257	shu4
7595	鄷	14	99.9778939492	feng1
7596	鲕	14	99.9779153728	er2	caviar/fish roe
7597	趹	14	99.9779367963	gui4
7598	磿	14	99.9779582199	li4
7599	臅	14	99.9779796435	chu4
7600	蓴	14	99.978001067	tuan2
7601	袑	14	99.9780224906	shao4
7602	詺	14	99.9780439141	ming4
7603	詼	14	99.9780653377	hui1
7604	邔	14	99.9780867612	qi3
7605	鄰	14	99.9781081848	lin2
7606	鈨	14	99.9781296084	yuan2
7607	禡	14	99.9781510319	ma4
7608	禵	14	99.9781724555	zhi1
7609	粻	14	99.978193879	zhang1
7610	鑛	14	99.9782153026	kuang4
7611	鮀	14	99.9782367261	tuo2
7612	箎	14	99.9782581497	hu3
7613	籝	14	99.9782795733	ying2
7614	綧	14	99.9783009968	zhun3
7615	茪	14	99.9783224204	guang1
7616	蓩	14	99.9783438439	mao3
7617	藂	14	99.9783652675	cong2
7618	虣	14	99.978386691	bao4
7619	輮	14	99.9784081146	rou2
7620	蔹	14	99.9784295382	lian3
7621	鐕	14	99.9784509617	zan1
7622	飂	14	99.9784723853	liao2
7623	鱐	14	99.9784938088	su4
7624	稒	14	99.9785152324	gu4
7625	篣	14	99.978536656	pang2
7626	艔	14	99.9785580795	dou2
7627	蜋	14	99.9785795031	lang2
7628	袎	14	99.9786009266	yao4
7629	酧	14	99.9786223502	chou2
7630	鋘	14	99.9786437737	wu2
7631	骦	14	99.9786651973	shuang1
7632	硅	13	99.9786850906	gui1	silicon
7633	紏	13	99.9787049839	tou3
7634	羀	13	99.9787248772	liu3
7635	喵	13	99.9787447705	miao1	meow (onomat. for cat's mewing)
7636	铬	13	99.9787646638	ge4	chromium
7637	藚	13	99.9787845571	xu4
7638	镙	13	99.9788044504	luo2
7639	镱	13	99.9788243437	yi4	ytterbium
7640	粦	13	99.978844237	lin2
7641	艕	13	99.9788641303	bang4
7642	袧	13	99.9788840236	gou1
7643	輀	13	99.9789039169	er2
7644	鳆	13	99.9789238102	fu4	Haliotis gigantea/sea ear
7645	麊	13	99.9789437035	mi2
7646	簰	13	99.9789635968	pai2
7647	訄	13	99.9789834901	kao1
7648	蒴	13	99.9790033835	shuo4	pod/capsule
7649	鉤	13	99.9790232768	gou1
7650	桫	13	99.9790431701	suo1	Stewartia pseudocamellia
7651	秠	13	99.9790630634	pi1
7652	垌	13	99.9790829567	dong4
7653	轥	13	99.97910285	lin4
7654	牿	13	99.9791227433	gu4	shed or pen for cattle
7655	疰	13	99.9791426366	zhu4
7656	髠	13	99.9791625299	kun1
7657	鯁	13	99.9791824232	geng3
7658	黮	13	99.9792023165	dan3
7659	袽	13	99.9792222098	ru2
7660	鈵	13	99.9792421031	bing3
7661	飪	13	99.9792619964	ren4
7662	餈	13	99.9792818897	ci2
7663	糵	13	99.979301783	nie4
7664	貎	13	99.9793216763	ni2
7665	铪	13	99.9793415696	ha1	hafnium
7666	铟	13	99.9793614629	yin1	indium
7667	镥	13	99.9793813562	lu3
7668	矔	13	99.9794012495	guan4
7669	簬	13	99.9794211428	lu4
7670	縿	13	99.9794410361	xian1
7671	與	13	99.9794609294	yu3
7672	艜	13	99.9794808227	dai4
7673	藨	13	99.979500716	biao1
7674	詷	13	99.9795206093	dong4
7675	賰	13	99.9795405026	chun3
7676	輿	13	99.9795603959	yu2
7677	邿	13	99.9795802892	shi1
7678	鐑	13	99.9796001826	qie4
7679	鴣	13	99.9796200759	gu1
7680	鑢	13	99.9796399692	lv4
7681	鳢	13	99.9796598625	li3	snakefish
7682	鯘	13	99.9796797558	nei3
7683	籛	13	99.9796996491	jian1
7684	腒	13	99.9797195424	ju1
7685	苨	13	99.9797394357	ni3
7686	薶	13	99.979759329	wo1
7687	藋	13	99.9797792223	di2
7688	虆	13	99.9797991156	lei2
7689	螉	13	99.9798190089	weng1
7690	觕	13	99.9798389022	chu4
7691	謻	13	99.9798587955	yi2
7692	豝	13	99.9798786888	ba1
7693	轙	13	99.9798985821	yi3
7694	靬	13	99.9799184754	jian1
7695	鞂	13	99.9799383687	jie1
7696	鞹	13	99.979958262	kuo4
7697	騂	13	99.9799781553	xing1
7698	鶅	13	99.9799980486	zi1
7699	鷮	13	99.9800179419	jiao1
7700	鼲	13	99.9800378352	hun2
7701	礠	13	99.9800577285	ci2
7702	裌	13	99.9800776218	jia2
7703	謳	13	99.9800975151	ou1
7704	邟	13	99.9801174084	kang4
7705	鉟	13	99.9801373017	pi1
7706	飻	13	99.980157195	tie4
7707	骭	13	99.9801770884	gan4
7708	魹	13	99.9801969817	mo2
7709	鼕	13	99.980216875	dong1
7710	铇	13	99.9802367683	bao2
7711	馏	12	99.9802551313	liu4/liu2	reheat by steaming
7712	锑	12	99.9802734944	ti1	antimony
7713	仨	12	99.9802918574	sa1	three (of)
7714	坩	12	99.9803102205	gan1	crucible
7715	莴	12	99.9803285835	wo1	(lettuce)/Lactuca sativa
7716	螋	12	99.9803469466	sou1
7717	赅	12	99.9803653096	gai1	(surname)/include in/prepare
7718	粺	12	99.9803836727	bai4
7719	膹	12	99.9804020357	fen4
7720	蕰	12	99.9804203988	wen1
7721	垧	12	99.9804387618	shang3
7722	岈	12	99.9804571249	ya2
7723	眍	12	99.9804754879	kou1
7724	铞	12	99.9804938509	diao4
7725	耥	12	99.980512214	tang1
7726	耩	12	99.980530577	jiang3	to plough/to sow
7727	镧	12	99.9805489401	lan2	lanthanum
7728	麜	12	99.9805673031	li4
7729		12	99.9805856662
7730	粩	12	99.9806040292	lao1
7731	碕	12	99.9806223923	qi1
7732	迻	12	99.9806407553	yi2
7733	耱	12	99.9806591184	mo4
7734	鱮	12	99.9806774814	yu2
7735	盦	12	99.9806958445	an1
7736	磥	12	99.9807142075	lei2
7737	礌	12	99.9807325706	lei3
7738	躘	12	99.9807509336	long2
7739	轗	12	99.9807692967	kan3
7740	鄟	12	99.9807876597	zhuan1
7741	陼	12	99.9808060228	du3
7742	鬘	12	99.9808243858	man2
7743	齰	12	99.9808427489	ze2
7744	缾	12	99.9808611119	ping2
7745	竷	12	99.980879475	kan3
7746	簜	12	99.980897838	dang4
7747	簳	12	99.9809162011	gan3
7748	簻	12	99.9809345641	ke1
7749	膽	12	99.9809529272	dan3
7750	艑	12	99.9809712902	bian4
7751	詾	12	99.9809896533	xiong1
7752	醆	12	99.9810080163	zhan3
7753	釢	12	99.9810263794	nai3
7754	髞	12	99.9810447424	sao4
7755	鴷	12	99.9810631055	lie
7756	麧	12	99.9810814685	he2
7757		12	99.9810998316
7758	纑	12	99.9811181946	lu2
7759	縪	12	99.9811365577	bi4
7760	隺	12	99.9811549207	he4
7761	笎	12	99.9811732838	yuan2
7762	鞧	12	99.9811916468	qiu1
7763	簭	12	99.9812100099	shi4
7764	縳	12	99.9812283729	juan4
7765	繘	12	99.981246736	yu4
7766	荓	12	99.981265099	peng1
7767	蔕	12	99.9812834621	dai4
7768	謣	12	99.9813018251	yu2
7769	貆	12	99.9813201882	huan1
7770	陊	12	99.9813385512	duo4
7771	籺	12	99.9813569143	he2
7772	羾	12	99.9813752773	gong4
7773	翏	12	99.9813936404	liu4
7774	艥	12	99.9814120034	ji2
7775	茤	12	99.9814303665	duo1
7776	譒	12	99.9814487295	bo4
7777	趍	12	99.9814670926	qu1
7778	踠	12	99.9814854556	wo4
7779	輙	12	99.9815038187	zhe2
7780	輬	12	99.9815221817	liang2
7781	轀	12	99.9815405448	yun1
7782	鞕	12	99.9815589078	ying4
7783	駴	12	99.9815772709	hai4
7784	簖	12	99.9815956339	duan4	bamboo fish trap
7785	魶	12	99.981613997	na4
7786	眎	11	99.9816308297	shi4
7787	睖	11	99.9816476625	leng4
7788	柠	11	99.9816644953	ning2	lemon
7789	蒧	11	99.9816813281	dian3
7790	玟	11	99.9816981609	min2/wen2	jade-like stone, veins in jade
7791	謦	11	99.9817149937	qing3
7792	鳟	11	99.9817318265	zun1
7793	鹡	11	99.9817486593	ji2
7794	繟	11	99.9817654921	chan2
7795	窔	11	99.9817823249	yao4
7796	犸	11	99.9817991577	ma3	mammoth
7797	疬	11	99.9818159905	li4
7798	糨	11	99.9818328233	jiang4
7799	聭	11	99.9818496561	kui4
7800	藦	11	99.9818664889	mo4
7801	貗	11	99.9818833217	yu2
7802	茺	11	99.9819001545	chong1
7803	鞄	11	99.9819169873	pao2
7804	耵	11	99.9819338201	ding1
7805	鲴	11	99.9819506529	gu4
7806	窌	11	99.9819674857	pao4
7807	醻	11	99.9819843184	shou4
7808	砢	11	99.9820011512	luo3
7809	袕	11	99.982017984	xue2
7810	蹔	11	99.9820348168	zan4
7811	鍧	11	99.9820516496	hong1
7812	镤	11	99.9820684824	pu2	protoactinium
7813	饤	11	99.9820853152	ding4
7814	魫	11	99.982102148	shen3
7815	茍	11	99.9821189808	ji4
7816	蒟	11	99.9821358136	ju3
7817	蔿	11	99.9821526464	wei3
7818	話	11	99.9821694792	hua4
7819	隦	11	99.982186312	pi2
7820	礇	11	99.9822031448	yu4
7821	績	11	99.9822199776	ji1
7822	硟	11	99.9822368104	chan4
7823	經	11	99.9822536432	jing1
7824	脻	11	99.982270476	jie1
7825	蓸	11	99.9822873088	cao2
7826	螕	11	99.9823041416	bi1
7827	覠	11	99.9823209743	jun1
7828	誤	11	99.9823378071	wu4
7829	諝	11	99.9823546399	xu1
7830	謨	11	99.9823714727	mo2
7831	蹆	11	99.9823883055	tui3
7832	镃	11	99.9824051383	zi1
7833	鞗	11	99.9824219711	tiao2
7834	韽	11	99.9824388039	an1
7835	騺	11	99.9824556367	zhi4
7836	髤	11	99.9824724695	xiu1
7837	鬅	11	99.9824893023	peng2
7838	鯖	11	99.9825061351	qing1
7839	鷩	11	99.9825229679	bi4
7840	鷹	11	99.9825398007	ying1
7841	鷿	11	99.9825566335	pi4
7842	笲	11	99.9825734663	fan2
7843	舋	11	99.9825902991	xin4
7844	禗	11	99.9826071319	si1
7845	瞾	11	99.9826239647	zhao4
7846	笵	11	99.9826407975	fan4
7847	綆	11	99.9826576303	bing3
7848	縰	11	99.982674463	xi3
7849	罻	11	99.9826912958	wei4
7850	罿	11	99.9827081286	chong1
7851	翽	11	99.9827249614	hui4
7852	艓	11	99.9827417942	die2
7853	蝃	11	99.982758627	di4
7854	諰	11	99.9827754598	xi3
7855	蹜	11	99.9827922926	su4
7856	蹝	11	99.9828091254	xi3
7857	蹢	11	99.9828259582	di2
7858	韔	11	99.982842791	chang4
7859	騵	11	99.9828596238	yuan2
7860	齍	11	99.9828764566	ji4
7861	箶	11	99.9828932894	hu2
7862	縌	11	99.9829101222	ni4
7863	莝	11	99.982926955	cuo4
7864	諐	11	99.9829437878	qian1
7865	諕	11	99.9829606206	hao2
7866	跀	11	99.9829774534	yue4
7867	迱	11	99.9829942862	yi2
7868	鞀	11	99.9830111189	tao2
7869	饠	11	99.9830279517	luo2
7870	鸜	11	99.9830447845	gou1
7871	镍	10	99.9830600871	nie4	nickel
7872	伢	10	99.9830753896	ya2	child (collequial)
7873	摁	10	99.9830906922	en4	to press (with finger)
7874	噼	10	99.9831059947	pi1
7875	毽	10	99.9831212972	jian4	shuttlecock
7876	觍	10	99.9831365998	tian3
7877	痦	10	99.9831519023	wu4	(flat) mole
7878	菫	10	99.9831672049	jin3
7879	粐	10	99.9831825074	hu4
7880	繌	10	99.9831978099	sha3
7881	蓨	10	99.9832131125	tiao2
7882	誌	10	99.983228415	zhi4
7883	豗	10	99.9832437176	hui1
7884	輈	10	99.9832590201	zhou1
7885	迋	10	99.9832743227	wang4
7886	郙	10	99.9832896252	fu3
7887	鄛	10	99.9833049277	chao2
7888	鑕	10	99.9833202303	zhi4
7889	饾	10	99.9833355328	dou4
7890	駰	10	99.9833508354	yin1
7891	箅	10	99.9833661379	bi4
7892	鲪	10	99.9833814404	jun1
7893	鴹	10	99.983396743	yang2
7894	鷱	10	99.9834120455	gao1
7895	絏	10	99.9834273481	yi4
7896	肙	10	99.9834426506	yuan4
7897	鶠	10	99.9834579531	yan3
7898	閧	10	99.9834732557	hong4
7899	鶄	10	99.9834885582	qing1
7900	粧	10	99.9835038608	zhuang1
7901	铒	10	99.9835191633	er3	erbium
7902	稘	10	99.9835344659	ji1
7903	臄	10	99.9835497684	ju1
7904	艢	10	99.9835650709	qiang2
7905	訛	10	99.9835803735	e2
7906	貛	10	99.983595676	huan1
7907	贀	10	99.9836109786	yi4
7908	軔	10	99.9836262811	ren4
7909	邥	10	99.9836415836	shen3
7910	饡	10	99.9836568862	zan4
7911	鯗	10	99.9836721887	xiang3
7912	鵁	10	99.9836874913	xiao1
7913	鼜	10	99.9837027938	qi4
7914	齺	10	99.9837180963	zou1
7915	蒗	10	99.9837333989	lang4	(herb)/place name
7916	磑	10	99.9837487014	wei4
7917	綼	10	99.983764004	bi4
7918	鱣	10	99.9837793065	shan4
7919	禂	10	99.983794609	dao3
7920	篹	10	99.9838099116	cuan4
7921	簁	10	99.9838252141	shai1
7922	緪	10	99.9838405167	geng1
7923	胏	10	99.9838558192	fei4
7924	膍	10	99.9838711218	pi2
7925	蓻	10	99.9838864243	ju2
7926	袙	10	99.9839017268	pa4
7927	誀	10	99.9839170294	er4
7928	譣	10	99.9839323319	xian1
7929	鄋	10	99.9839476345	sou1
7930	鉥	10	99.983962937	xu4
7931	鞙	10	99.9839782395	juan1
7932	鞸	10	99.9839935421	bi4
7933	韇	10	99.9840088446	du2
7934	駓	10	99.9840241472	pi1
7935	駪	10	99.9840394497	shen1
7936	驒	10	99.9840547522	tuo2
7937	驔	10	99.9840700548	dian4
7938	魠	10	99.9840853573	tuo1
7939	鵫	10	99.9841006599	zhuo2
7940	鸐	10	99.9841159624	di2
7941	綷	10	99.984131265	zu2
7942	緃	10	99.9841465675	zong1
7943	艅	10	99.98416187	yu2
7944	艛	10	99.9841771726	lou2
7945	葧	10	99.9841924751	bo2
7946	輄	10	99.9842077777	guang1
7947	迾	10	99.9842230802	lie4
7948	鋄	10	99.9842383827	wan4
7949	雭	10	99.9842536853	xi2
7950	顡	10	99.9842689878	wai4
7951	碔	9	99.9842827601	wu3
7952	釔	9	99.9842965324	yi3
7953	羼	9	99.9843103047	chan4	confusion/sheep crowding
